slug,作品,年份／媒介,最高明确度,女女关系位置,恋爱位置,适合的查询,男性恋爱线,Bangumi 条目,Bangumi 维基百合,Bangumi 百合标签比例,Anime-Planet GL,AniList Yuri 相关性,MyAnimeList Girls Love
ayakashi_triangle_tv_2023,妖幻三重奏,2023 TV,非恋爱,重要副线,缺席,官方恋爱,并行,https://bangumi.tv/subject/363026,命中,0.0494088583024528,未命中,0,未命中
ikki_tousen_great_guardians_tv_2008,一骑当千 Great Guardians,2008 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/4841,命中,0.043451652386780906,未命中,20,未命中
bofuri_tv_2020,因为太怕痛就全点防御力了。,2020 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/268545,命中,0.04041825859642067,未命中,0,未命中
yuuki_yuuna_churutto_tv_2021,结城友奈是勇者 啾噜！,2021 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/326644,命中,0.07310469314079422,未命中,0,未命中
rock_is_a_ladys_hobby_tv_2025,摇滚乃是淑女的爱好,2025 TV,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/504678,未命中,0.0718475073313783,未命中,63,未命中
aimai_mi_tv_2013,漫研部,2013 TV,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/53890,命中,0.03584729981378026,未命中,0,未命中
akuma_no_riddle_tv_2014,恶魔之谜,2014 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/78474,命中,0.1466686540468028,命中,73,命中
kiddy_girland_tv_2009,天使特警2,2009 TV,明确交往,主线,主线,交往、欲望、未确认、主线,副线,https://bangumi.tv/subject/2726,命中,0.11647254575707154,未命中,79,未命中
vivid_strike_tv_2016,ViVid Strike!,2016 TV,潜在恋爱,主线,主线,未确认、主线、官方恋爱,无,https://bangumi.tv/subject/186613,命中,0.0996309963099631,未命中,62,未命中
koihime_musou_tv_2008,恋姬无双,2008 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/811,命中,0.1120021384656509,未命中,0,未命中
rifle_is_beautiful_tv_2019,美妙射击部,2019 TV,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/263771,命中,0.09352112676056339,未命中,0,未命中
queens_blade_rebellion_tv_2012,女皇之刃 叛乱,2012 TV,明确欲望,主线,局部,欲望、未确认、主线,副线,https://bangumi.tv/subject/33354,命中,0.05038078500292911,未命中,0,未命中
sigrdrifa_tv_2020,战翼的希格德莉法,2020 TV,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/301369,命中,0.08050436469447139,未命中,0,未命中
suzakinishi_animation_tv_2015,洲崎西 THE ANIMATION,2015 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/135202,命中,0.03223033949290933,未命中,79,未命中
kancolle_movie_2016,舰队Collection 剧场版,2016 剧场动画,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/143093,命中,0.06461906661348225,未命中,0,未命中
minami_kamakura_cycling_tv_2017,南镰仓高校女子自行车社,2017 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/143205,命中,0.07792207792207792,未命中,0,未命中
usakame_tv_2016,兔龟,2016 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/163447,命中,0.09551208285385501,未命中,0,未命中
wataoshi_tv_2023,我的推是坏人大小姐。,2023 TV,明确欲望,主线,主线,欲望、未确认、主线、官方字面、官方恋爱,副线,https://bangumi.tv/subject/410928,命中,0.1740549828178694,命中,97,命中
gokujou_girls_dorm_tv_2012,极乐院女子高寮物语,2012 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/23535,命中,0.11501210653753027,命中,85,命中
zatsu_tabi_tv_2025,随兴旅-That's Journey-,2025 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/437593,未命中,0.02873791550787975,未命中,60,未命中
idolmaster_xenoglossia_tv_2007,偶像大师 XENOGLOSSIA,2007 TV,潜在恋爱,主线,主线,未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/3271,未命中,0.03779877709838799,未命中,0,未命中
love_live_superstar_season_3_tv_2024,Love Live! Superstar!! 第三季,2024 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/404480,命中,0.06486796785304248,未命中,0,未命中
strike_witches_ova_2007,强袭魔女 OVA,2007 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/35861,命中,0.09512578616352202,未命中,0,未命中
selection_project_tv_2021,偶像选拔,2021 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/321190,命中,0.060263653483992465,未命中,0,未命中
mangirl_tv_2013,漫画少女,2013 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/39761,命中,0.05229993698802773,未命中,0,未命中
soul_eater_not_tv_2014,噬魂师NOT！,2014 TV,潜在恋爱,主线,主线,未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/88041,命中,0.08930716860232278,未命中,0,未命中
shokei_shoujo_tv_2022,处刑少女的生存之道,2022 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/326871,命中,0.14511429852084268,未命中,87,未命中
hitokura_manga_cafe_tv_2026,一叠间漫画咖啡屋生活！,2026 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/569161,未命中,0.056463975472662235,未命中,55,未命中
ikki_tousen_tv_2003,一骑当千,2003 TV,潜在恋爱,重要副线,重要副线,未确认,并行,https://bangumi.tv/subject/3909,命中,0.05232369190770231,未命中,0,未命中
assault_lily_bouquet_tv_2020,突击莉莉 BOUQUET,2020 TV,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/292712,命中,0.14371091035441277,命中,83,未命中
onigiri_tv_2016,鬼斩,2016 TV,潜在恋爱,主线,局部,未确认、主线,副线,https://bangumi.tv/subject/167433,命中,0.058823529411764705,未命中,0,未命中
valkyrie_drive_mermaid_tv_2015,女武神驱动 美人鱼,2015 TV,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/129091,命中,0.14040284360189573,命中,94,命中
miyuki_wonderland_ova_1995,美幸梦游仙境,1995 OVA,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/16521,未命中,0.12087912087912088,命中,78,命中
garakowa_movie_2016,玻璃之花与崩坏的世界,2016 剧场动画,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/124532,命中,0.06947890818858561,未命中,0,未命中
mikagura_school_suite_tv_2015,御神乐学园组曲,2015 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/119886,命中,0.08666386201093816,未命中,69,命中
magical_asuka_tv_2019,魔法少女特殊战明日香,2019 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/254716,命中,0.050381679389312976,未命中,0,未命中
pan_de_peace_tv_2016,面包带来和平！,2016 TV,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/144650,命中,0.11349693251533742,未命中,0,未命中
seikon_no_qwaser_tv_2010,圣痕炼金士,2010 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/3479,未命中,0.021308360477741584,未命中,0,未命中
end_of_world_bicycle_tv_2025,末世二轮之旅,2025 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/539395,未命中,0.043740573152337855,未命中,0,未命中
slime_300years_season_2_tv_2025,打了300年的史莱姆，不知不觉就练到了满级 第二季,2025 TV,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/364844,命中,0.08900106269925612,未命中,40,未命中
taiyo_no_oushi_tv_2013,穿透幻影的太阳,2013 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/66262,命中,0.06304423545802856,未命中,0,未命中
joshikousei_tv_2019,女子高中生,2019 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/260371,命中,0.05171645118145341,未命中,0,未命中
yoku_wakaru_gendai_mahou_tv_2009,简单易懂的现代魔法,2009 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/1730,命中,0.032039871840512636,未命中,0,未命中
gogo575_tv_2014,GO!GO!575,2014 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/88039,命中,0.12458581842279655,未命中,0,未命中
amazing_twins_ova_2014,绝灭危愚少女,2014 OVA,潜在恋爱,主线,局部,未确认、主线,副线,https://bangumi.tv/subject/79676,命中,0.09090909090909091,未命中,0,未命中
nanabun_no_nijuuni_tv_2020,22/7,2020 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/220445,未命中,0.04635476463834673,未命中,0,未命中
otherside_picnic_tv_2021,里世界郊游,2021 TV,明确欲望,主线,主线,欲望、未确认、主线、官方字面,无,https://bangumi.tv/subject/301601,命中,0.1397319668900276,命中,70,未命中
toji_no_miko_kizuna_ova_2021,刀使巫女 刻印一闪的灯火 OVA,2021 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/296798,未命中,0.08393632416787265,未命中,0,未命中
iwakakeru_tv_2020,攀岩！ -Sport Climbing Girls-,2020 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/305114,未命中,0.04398148148148148,未命中,0,未命中
senran_kagura_tokyo_tv_2018,闪乱神乐 SHINOVI MASTER -东京妖魔篇-,2018 TV,明确欲望,主线,局部,欲望、未确认、主线,副线,https://bangumi.tv/subject/221190,命中,0.07410714285714286,未命中,0,未命中
fantasista_doll_tv_2013,幻想玩偶,2013 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/46826,命中,0.10027662517289074,未命中,0,未命中
magia_record_s2_tv_2021,魔法纪录 魔法少女小圆外传 2nd SEASON -觉醒前夜-,2021 TV,潜在恋爱,主线,局部,未确认、主线、官方恋爱,无,https://bangumi.tv/subject/302875,命中,0.07470368059887711,未命中,0,未命中
sora_iro_utility_short_2021,一杆青空,2021 TV 特别篇,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/354247,未命中,0.044673539518900345,未命中,0,未命中
tamayomi_tv_2020,球咏,2020 TV,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/285117,命中,0.1050328227571116,未命中,0,未命中
noukin_tv_2019,我，不是说了能力要平均值么！,2019 TV,非恋爱,主线,缺席,主线、官方恋爱,副线,https://bangumi.tv/subject/238962,命中,0.08676104840252535,未命中,0,未命中
yakunara_mug_cup_tv_2021,如果烧陶的话也做个马克杯吧,2021 TV 短篇,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/311615,命中,0.05119825708061002,未命中,0,未命中
vampire_in_the_garden_web_2022,花园里的吸血鬼,2022 WEB,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/277369,命中,0.11147186147186147,未命中,0,未命中
ice_ova_2007,ICE,2007 OVA,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/4008,命中,0.166270783847981,命中,80,命中
extreme_hearts_tv_2022,极限之心,2022 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/368816,命中,0.07645525629887055,未命中,0,未命中
ongaku_shoujo_movie_2015,音乐少女,2015 剧场动画,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/108010,命中,0.12093628088426528,未命中,0,未命中
hachigatsu_no_cinderella_nine_tv_2019,八月的灰姑娘棒球队,2019 TV,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/255667,未命中,0.09441489361702128,未命中,0,未命中
jashin_chan_dropkick_seikimatsu_special_tv_2023,邪神与厨二病少女【世纪末篇】,2023 TV 特别篇,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/433729,命中,0.06309148264984227,未命中,0,未命中
stella_jogakuin_koutouka_c3bu_tv_2013,斯特拉女子学院高等科C3部,2013 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/60490,命中,0.07342342342342342,未命中,60,未命中
android_wa_keiken_ninzuu_ni_hairimasu_ka_tv_2026,和机器人啪啪啪能算在经验次数里吗？？,2026 TV,明确欲望,主线,主线,欲望、未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/558296,命中,0.10862668076748754,命中,98,命中
mahou_shoujo_ikusei_keikaku_tv_2016,魔法少女育成计划,2016 TV,明确交往,主线,重要副线,交往、欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/145946,未命中,0.045099739809193407,未命中,0,未命中
hidan_no_aria_aa_tv_2015,绯弹的亚里亚AA,2015 TV,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/120224,命中,0.0977166359381648,未命中,70,未命中
aokana_tv_2016,苍之彼方的四重奏,2016 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/117601,命中,0.04451038575667656,未命中,0,未命中
bokura_no_nanokakan_sensou_movie_2019,我们的七日战争,2019 剧场动画,明确欲望,重要副线,重要副线,欲望、未确认,副线,https://bangumi.tv/subject/245671,命中,0.05953177257525084,未命中,58,未命中
senran_kagura_tv_2013,闪乱神乐,2013 TV,潜在恋爱,主线,重要副线,未确认、主线、官方恋爱,无,https://bangumi.tv/subject/46013,命中,0.05332584900364861,未命中,0,未命中
sengoku_otome_tv_2011,战国乙女～桃色Paradox～,2011 TV,明确欲望,主线,主线,欲望、未确认、主线,副线,https://bangumi.tv/subject/11726,命中,0.13123644251626898,未命中,50,未命中
mahou_shoujo_ore_tv_2018,魔法少女俺,2018 TV,明确欲望,重要副线,重要副线,欲望、未确认、官方恋爱,并行,https://bangumi.tv/subject/109956,命中,0.048952752070141256,未命中,0,未命中
seirei_tsukai_no_blade_dance_tv_2014,精灵使的剑舞,2014 TV,非恋爱,重要副线,缺席,,主导,https://bangumi.tv/subject/79226,未命中,0.009152670315153802,未命中,0,未命中
bofuri_tv_2023_s2,因为太怕痛就全点防御力了。2,2023 TV,非恋爱,重要副线,缺席,,无,https://bangumi.tv/subject/302766,命中,0.05703247171373379,未命中,0,未命中
girlfriend_beta_tv_2014,临时女友,2014 TV,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/106879,命中,0.08974923009238892,未命中,0,未命中
blue_reflection_ray_tv_2021,蔚蓝反射 澪,2021 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/328032,命中,0.12267657992565056,命中,55,未命中
hirogaru_sky_precure_tv_2023,开阔天空！光之美少女,2023 TV,潜在恋爱,重要副线,重要副线,未确认,无,https://bangumi.tv/subject/409323,未命中,0.07269155206286837,未命中,80,未命中
utagoe_wa_mille_feuille_tv_2025,歌声是千层派,2025 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/441670,未命中,0.07027027027027027,未命中,0,未命中
saikin_imouto_no_yousu_tv_2014,最近，妹妹的样子有点怪？,2014 TV,非恋爱,主线,缺席,主线,主导,https://bangumi.tv/subject/55703,命中,0.025342118601115054,未命中,40,未命中
chuu_bra_tv_2010,青春CUP,2010 TV,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/3473,未命中,0.06935332708528585,未命中,0,未命中
alice_gear_aegis_expansion_tv_2023,机战少女 Alice Expansion,2023 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/366331,命中,0.06184012066365008,未命中,0,未命中
wagamama_high_spec_tv_2016,任性HighSpec,2016 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/143753,命中,0.03492239467849224,未命中,0,未命中
kuma_kuma_kuma_bear_punch_tv_2023,熊熊勇闯异世界 Punch!,2023 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/323651,命中,0.093603744149766,未命中,0,未命中
kuma_kuma_kuma_bear_tv_2020,熊熊勇闯异世界,2020 TV,潜在恋爱,主线,局部,未确认、主线、官方恋爱,无,https://bangumi.tv/subject/297624,命中,0.09916476841305999,未命中,0,未命中
venus_versus_virus_tv_2007,除魔维纳斯,2007 TV,潜在恋爱,主线,主线,未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/3400,命中,0.11796733212341198,未命中,0,未命中
two_car_tv_2017,侧车搭档,2017 TV,潜在恋爱,主线,重要副线,未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/220848,命中,0.09023354564755838,未命中,0,未命中
aru_majo_ga_shinu_made_tv_2025,直至魔女消逝,2025 TV,非恋爱,主线,缺席,主线、官方恋爱,副线,https://bangumi.tv/subject/501702,未命中,0.011679370543398081,未命中,40,未命中
regalia_the_three_sacred_stars_tv_2016,雷加利亚三圣星,2016 TV,潜在恋爱,主线,局部,未确认、主线、官方恋爱,无,https://bangumi.tv/subject/174519,命中,0.1253145445395068,未命中,0,未命中
etsuraku_no_tane_ova_2015,悦楽的胤 THE ANIMATION,2015 OVA,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/126324,命中,0.1473851030110935,无可对应页面,60,未命中
tachibanakan_to_lie_angle_tv_2018,立花馆恋爱三角铃,2018 TV,明确欲望,主线,主线,欲望、未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/232165,命中,0.1556513409961686,命中,93,命中
shachiku_san_wa_youjo_yuurei_ni_iyasaretai_tv_2022,社畜小姐想被幽灵幼女治愈。,2022 TV,潜在恋爱,主线,重要副线,未确认、主线、官方恋爱,无,https://bangumi.tv/subject/338653,命中,0.04958047292143402,未命中,0,未命中
hikikomari_kyuuketsuki_tv_2023,家里蹲吸血姬的苦闷,2023 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/414214,命中,0.15052446213919302,未命中,84,未命中
kyoushirou_to_towa_no_sora_tv_2007,京四郎和永远的天空,2007 TV,明确交往,重要副线,重要副线,交往、欲望、未确认、官方恋爱,主导,https://bangumi.tv/subject/7617,命中,0.07399103139013453,未命中,0,未命中
sin_nanatsu_no_taizai_tv_2017,sin 七大罪,2017 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/189784,命中,0.07277694982613016,未命中,86,未命中
ange_vierge_tv_2016,圣洁天使,2016 TV,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/119687,命中,0.11516414799374675,未命中,68,未命中
kancolle_tv_2015,舰队Collection,2015 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/84386,命中,0.06726507092198582,未命中,0,未命中
shinmai_renkinjutsushi_tv_2022,新人炼金术师的店铺经营,2022 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/349317,命中,0.13347921225382933,未命中,50,未命中
kandagawa_jet_girls_tv_2019,神田川JET GIRLS,2019 TV,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/288010,命中,0.10700236034618411,未命中,74,未命中
seiyuu_radio_uraomote_tv_2024,声优广播的台前幕后,2024 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/411974,命中,0.1337085193091403,未命中,66,未命中
shy_tokyo_reconquest_tv_2024,腼腆英雄 东京夺还篇,2024 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/470874,未命中,0.08640552995391705,未命中,0,未命中
blackfox_movie_2019,黑狐,2019 剧场动画,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/240559,命中,0.07196029776674938,未命中,0,未命中
warau_arsnotoria_sun_tv_2022,绽放的阿尔斯诺特利亚,2022 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/384635,命中,0.07335907335907337,未命中,0,未命中
mahou_shoujo_site_tv_2018,魔法少女网站,2018 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/225021,未命中,0.08292682926829269,未命中,57,未命中
battle_girl_high_school_tv_2017,战斗女子高校,2017 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/178624,命中,0.0936007640878701,未命中,0,未命中
ryza_no_atelier_tv_2023,莱莎的炼金工房 ～常暗女王与秘密藏身处～,2023 TV,非恋爱,重要副线,缺席,,副线,https://bangumi.tv/subject/425236,命中,0.04199038105808361,未命中,0,未命中
tenkuu_shinpan_web_2021,天空侵犯,2021 WEB,明确欲望,重要副线,重要副线,欲望、未确认,副线,https://bangumi.tv/subject/317693,未命中,0.06119951040391677,未命中,0,未命中
urawa_no_utsuchan_tv_2015,浦和小调,2015 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/115339,命中,0.07681755829903979,未命中,0,未命中
murder_mystery_of_the_dead_tv_2024,谋杀之谜：亡者的秘密,2024 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/513948,未命中,0.07483870967741936,未命中,0,未命中
ameiro_cocoa_side_g_tv_2019,雨色可可 side G,2019 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/264358,命中,0.11976911976911978,未命中,,未命中
princess_connect_redive_season_2_tv_2022,公主连结 Re:Dive 第二季,2022 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/312958,未命中,0.018465089440276975,未命中,0,未命中
shy_tv_2023,腼腆英雄,2023 TV,潜在恋爱,重要副线,局部,未确认,无,https://bangumi.tv/subject/403722,命中,0.07049306625577811,未命中,0,未命中
vtuber_nanda_ga_haishin_kiri_wasuretara_densetsu_ni_natteta_tv_2024,身为VTuber的我因为忘记关台而成了传说,2024 TV,明确欲望,重要副线,重要副线,欲望、未确认、官方恋爱,无,https://bangumi.tv/subject/416320,命中,0.06702470461868958,未命中,70,未命中
schoolgirl_strikers_animation_channel_tv_2017,Schoolgirl Strikers,2017 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/196023,命中,0.10623229461756374,未命中,0,未命中
ongaku_shoujo_tv_2018,音乐少女,2018 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/240366,命中,0.06853932584269663,未命中,0,未命中
rail_romanesque_tv_2020,铁路浪漫谭,2020 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/297340,未命中,0.044524669073405534,未命中,0,未命中
circlet_princess_tv_2019,环战公主 CIRCLET PRINCESS,2019 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/256552,命中,0.06616052060737528,未命中,0,未命中
rpg_fudosan_tv_2022,RPG不动产,2022 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/329285,命中,0.10419397116644823,未命中,0,未命中
prima_doll_tv_2022,天籁人偶,2022 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/366793,未命中,0.01153925406964764,未命中,0,未命中
rwby_ice_queendom_tv_2022,红白黑黄 冰雪帝国,2022 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/375531,命中,0.05193030406559617,未命中,0,未命中
genjitsu_no_yohane_tv_2023,幻日夜羽 -镜中晖光-,2023 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/389772,未命中,0.03125939284640818,未命中,0,未命中
koi_wa_futago_de_warikirenai_tv_2024,恋爱没法用双子除尽,2024 TV,非恋爱,主线,缺席,主线、官方恋爱,主导,https://bangumi.tv/subject/445722,未命中,0.01784651992861392,未命中,0,未命中
ponnomichi_tv_2024,碰之道,2024 TV,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/437206,命中,0.058981233243967826,未命中,0,未命中
gundam_witch_from_mercury_season_2_tv_2023,机动战士高达 水星的魔女 第二季,2023 TV,明确交往,主线,主线,交往、欲望、未确认、主线,副线,https://bangumi.tv/subject/403238,命中,0.08592206859400252,未命中,80,未命中
blue_archive_the_animation_tv_2024,蔚蓝档案 动画版,2024 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/416777,未命中,0.038740281987086574,未命中,0,未命中
shibou_yuugi_de_meshi_wo_kuu_tv_2026,靠死亡游戏混饭吃。,2026 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/510753,未命中,0.015797075284347355,未命中,50,未命中
magia_record_final_season_tv_2022,魔法纪录 魔法少女小圆外传 Final SEASON -浅梦的黎明-,2022 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/339998,命中,0.07348537203409353,未命中,0,未命中
yoru_no_kurage_wa_oyogenai_tv_2024,夜晚的水母不会游泳,2024 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/425909,命中,0.10967870883925449,未命中,62,未命中
shikanoko_nokonoko_koshitantan_tv_2024,鹿乃子乃子乃子虎视眈眈,2024 TV,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/484761,未命中,0.039891696750902525,未命中,79,未命中
z_x_code_reunion_tv_2019,异界群敌 代码重组,2019 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/225941,命中,0.09582863585118377,未命中,0,未命中
higurashi_sotsu_tv_2021,寒蝉鸣泣之时 卒,2021 TV,明确欲望,主线,主线,欲望、未确认、主线,副线,https://bangumi.tv/subject/331033,未命中,0.04950343773873186,未命中,60,未命中
eiyuuou_bu_wo_kiwameru_tame_tenseisu_tv_2023,英雄王，为了穷尽武道而转生～而后，成为世界最强的见习骑士♀～,2023 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/360345,命中,0.0642658177477119,未命中,0,未命中
uma_musume_pretty_derby_season_3_tv_2023,赛马娘 Pretty Derby 第三季,2023 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/407332,未命中,0.028197017623136013,未命中,62,未命中
maerchen_maedchen_tv_2018,原书·原书使,2018 TV,潜在恋爱,重要副线,重要副线,未确认,无,https://bangumi.tv/subject/220632,命中,0.08498106857383256,未命中,0,未命中
hibike_euphonium_3_tv_2024,吹响吧！上低音号 第三季,2024 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/283643,未命中,0.03311353211009174,未命中,50,未命中
azur_lane_tv_2019,碧蓝航线 THE ANIMATION,2019 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/260677,未命中,0.03793410507569012,未命中,0,未命中
mahonare_tv_2024,没能成为魔法师的女孩子的故事,2024 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/265391,未命中,0.03402578796561605,未命中,0,未命中
black_rock_shooter_dawn_fall_tv_2022,黑岩射手：黎明降临,2022 TV,明确欲望,重要副线,重要副线,欲望、未确认、官方恋爱,副线,https://bangumi.tv/subject/349465,命中,0.04138225255972696,未命中,0,未命中
nanare_hananare_tv_2024,亦叶亦花,2024 TV,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/464561,未命中,0.06953828828828829,未命中,20,未命中
omae_gotoki_ga_maou_ni_kateru_tv_2026,「凭你也想讨伐魔王？」被勇者小队逐出队伍，只好在王都自在过活,2026 TV,潜在恋爱,主线,主线,未确认、主线、官方字面、官方恋爱,副线,https://bangumi.tv/subject/555445,命中,0.11525629360024264,命中,85,命中
netsuzou_trap_ntr_tv_2017,捏造陷阱 -NTR-,2017 TV,明确欲望,主线,主线,欲望、未确认、主线、官方字面、官方恋爱,并行,https://bangumi.tv/subject/198099,命中,0.13725490196078433,命中,89,命中
