slug,作品,年份／媒介,最高明确度,女女关系位置,恋爱位置,适合的查询,男性恋爱线,Bangumi 条目,Bangumi 维基百合,Bangumi 百合标签比例,Anime-Planet GL,AniList Yuri 相关性,MyAnimeList Girls Love
kirio_fan_club_tv_2026,雾尾粉丝俱乐部,2026 TV,明确欲望,主线,主线,欲望、未确认、主线,并行,https://bangumi.tv/subject/513208,未命中,0.0422237860661506,未命中,58,未命中
tantei_opera_milky_holmes_summer_special_tv_2011,侦探歌剧 少女福尔摩斯 夏季特别篇,2011 TV 特别篇,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/22756,命中,0.08144796380090498,未命中,0,未命中
a_channel_nabe_wo_tabeyou_ova_2017,A频道 来吃火锅吧,2017 OVA,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/212084,命中,0.11006018916595013,未命中,0,未命中
senki_zesshou_symphogear_g_tv_2013,战姬绝唱SYMPHOGEAR G,2013 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/50811,命中,0.09354413702239789,未命中,100,未命中
uma_musume_pretty_derby_tv_2018,赛马娘 Pretty Derby,2018 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/212003,命中,0.06515349444807315,未命中,0,未命中
birdie_wing_season_2_tv_2023,小鸟之翼 高尔夫少女 第二季,2023 TV,明确欲望,主线,主线,欲望、未确认、主线,副线,https://bangumi.tv/subject/389998,命中,0.1443762781186094,未命中,0,未命中
strike_witches_operation_victory_arrow_ova_2014,强袭魔女 胜利之箭行动,2014 OVA,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/85339,命中,0.1184084372003835,未命中,0,未命中
kill_me_baby_ova_2013,爱杀宝贝OVA,2013 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/80839,命中,0.05227272727272727,未命中,0,未命中
bang_dream_its_mygo_movie_part2_2024,剧场版 BanG Dream! It's MyGO!!!!! 后篇 歌唱着，由我们所作的歌 & FILM LIVE,2024 剧场动画,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/473833,未命中,0.0377906976744186,未命中,0,未命中
houkago_no_pleiades_tv_2015,放学后的昴星团,2015 TV,非恋爱,主线,缺席,主线,并行,https://bangumi.tv/subject/86517,命中,0.057047909166435894,未命中,0,未命中
munou_na_nana_tv_2020,无能力者娜娜,2020 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/302418,未命中,0.012835472578763127,未命中,0,未命中
fate_kaleid_liner_prisma_illya_sekka_no_chikai_movie_2017,剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 雪下的誓言,2017 剧场动画,非恋爱,局部,缺席,,副线,https://bangumi.tv/subject/193373,命中,0.0325276420673695,未命中,0,未命中
yuyushiki_ova_2017,悠悠式 OVA,2017 OVA,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/175533,命中,0.10498220640569395,未命中,0,未命中
taishou_yakyuu_musume_tv_2009,大正野球娘。,2009 TV,潜在恋爱,主线,重要副线,未确认、主线、官方恋爱,并行,https://bangumi.tv/subject/1731,命中,0.1023778071334214,未命中,0,未命中
amanatsu_advance_tv_2018,蓝海少女 第二季,2018 TV,潜在恋爱,主线,主线,未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/229947,命中,0.064030131826742,未命中,0,未命中
teekyu_tv_2013_s3,网球并不可笑嘛 3期,2013 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/82079,命中,0.057621791513881616,未命中,0,未命中
yuyushiki_tv_2013,悠悠式,2013 TV,潜在恋爱,主线,重要副线,未确认、主线、官方字面,无,https://bangumi.tv/subject/46828,命中,0.11793372319688109,未命中,80,未命中
high_school_fleet_tv_2016,高校舰队,2016 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/144843,命中,0.10509507911162723,未命中,60,未命中
kunoichi_tsubaki_no_mune_no_uchi_tv_2022,忍者椿的胸之内,2022 TV,潜在恋爱,主线,重要副线,未确认、主线、官方恋爱,主导,https://bangumi.tv/subject/351973,命中,0.06582182712313221,未命中,0,未命中
koisuru_asteroid_tv_2020,恋爱小行星,2020 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/276150,命中,0.10731971525843392,未命中,79,未命中
the_idolmaster_cinderella_girls_tv_2015,偶像大师 灰姑娘女孩,2015 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/101399,命中,0.028833377624235983,未命中,0,未命中
gakkou_gurashi_tv_2015,学园孤岛,2015 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/106693,命中,0.10497835497835498,未命中,32,未命中
toaru_kagaku_no_railgun_s_ova_2014,某科学的超电磁炮S OVA,2014 OVA,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/97197,命中,0.06103993971363979,未命中,0,未命中
fate_kaleid_liner_prisma_illya_2wei_oad_2015,Fate/kaleid liner 魔法少女☆伊莉雅 2wei OAD,2015 OVA,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/107974,命中,0.07215519280813816,未命中,70,未命中
ibaranoou_king_of_thorn_movie_2010,古城荆棘王,2010 剧场动画,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/6816,命中,0.05249343832020997,未命中,0,未命中
yuru_camp_season_3_tv_2024,摇曳露营△ 第三季,2024 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/405785,未命中,0.05600870038064165,未命中,0,未命中
fate_kaleid_liner_prisma_illya_3rei_tv_2016,Fate/kaleid liner 魔法少女☆伊莉雅 3rei!!,2016 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/147466,命中,0.09607821103494775,未命中,79,未命中
mai_otome_0_sifr_ova_2008,舞-乙HiME 0～S.ifr～,2008 OVA,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/3948,命中,0.08213096559378469,未命中,0,未命中
mouretsu_uchuu_kaizoku_abyss_of_hyperspace_movie_2014,暴力宇宙海贼 剧场版 亚空的深渊,2014 剧场动画,潜在恋爱,重要副线,局部,未确认、官方恋爱,无,https://bangumi.tv/subject/50900,未命中,0.054414784394250515,未命中,0,未命中
teekyu_tv_2013_s2,网球并不可笑嘛 2期,2013 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/69943,命中,0.058599333015721775,未命中,0,未命中
kannazuki_no_miko_tv_2004,神无月的巫女,2004 TV,明确交往,主线,主线,交往、欲望、未确认、主线,并行,https://bangumi.tv/subject/2451,命中,0.18972542072630647,命中,94,命中
nijiyon_animation_tv_2023,虹四动画,2023 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/401960,命中,0.08187134502923976,未命中,0,未命中
mikakunin_de_shinkoukei_tv_2014,未确认进行式,2014 TV,潜在恋爱,重要副线,局部,未确认,主导,https://bangumi.tv/subject/83869,命中,0.03328217916746595,未命中,0,未命中
strawberry_panic_tv_2006,惊爆草莓,2006 TV,明确交往,主线,主线,交往、欲望、未确认、主线、官方字面,无,https://bangumi.tv/subject/2813,命中,0.17467711200508151,命中,100,命中
fate_kaleid_liner_prisma_illya_tv_2013,Fate/kaleid liner 魔法少女☆伊莉雅,2013 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/43951,命中,0.08048015277588323,未命中,79,未命中
a_channel_tv_2011,A频道,2011 TV,潜在恋爱,主线,重要副线,未确认、主线、官方恋爱,无,https://bangumi.tv/subject/10227,命中,0.12278440219142765,未命中,0,未命中
key_the_metal_idol_ova_1994,非常偶像Key,1994 OVA,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/1002,未命中,0.044275774826059454,未命中,0,未命中
feng_ling_yu_xiu_second_chapter_special_web_2024,风灵玉秀 第二章 特别篇,2024 WEB,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/454033,命中,0.14285714285714285,命中,60,未命中
canaan_tv_2009,迦南,2009 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/1952,命中,0.05023509032417718,未命中,15,未命中
teekyu_tv_2015_s4,网球并不可笑嘛 4期,2015 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/91322,命中,0.060762766645119586,未命中,0,未命中
kakegurui_xx_tv_2019,狂赌之渊××,2019 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/234778,命中,0.028548770816812053,未命中,61,未命中
mai_otome_tv_2005,舞-乙HiME,2005 TV,明确欲望,主线,重要副线,欲望、未确认、主线,主导,https://bangumi.tv/subject/1028,命中,0.11442415206857995,未命中,0,未命中
show_by_rock_mashumairesh_tv_2020,SHOW BY ROCK!! Mashumairesh!!,2020 TV,明确欲望,主线,重要副线,欲望、未确认、主线,无,https://bangumi.tv/subject/295195,命中,0.09865900383141762,未命中,50,未命中
chio_chan_no_tsuugakuro_tv_2018,千绪的通学路,2018 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/218226,未命中,0.023306164034640857,未命中,40,未命中
hanayamata_tv_2014,花舞少女,2014 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/91222,命中,0.12209677419354839,未命中,0,未命中
teekyu_tv_2017_s9,网球并不可笑嘛 9期,2017 TV,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/212675,未命中,0.05398457583547558,未命中,0,未命中
kakegurui_twin_web_2022,狂赌之渊 双,2022 WEB,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/356658,命中,0.06823027718550106,未命中,0,未命中
watashi_ni_tenshi_ga_maiorita_precious_friends_movie_2022,天使降临到了我身边！Precious Friends,2022 剧场动画,明确欲望,主线,主线,欲望、未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/320493,命中,0.09504759277141675,命中,78,未命中
suite_precure_tv_2011,Suite 光之美少女♪,2011 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/11779,未命中,0.07777777777777778,未命中,0,未命中
teekyu_tv_2015_s5,网球并不可笑嘛 5期,2015 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/130452,命中,0.0627177700348432,未命中,0,未命中
teekyu_tv_2016_s8,网球并不可笑嘛 8期,2016 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/189639,命中,0.056134723336006415,未命中,0,未命中
princess_principal_crown_handler_ch2_movie_2021,Princess Principal Crown Handler 第2章,2021 剧场动画,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/244929,命中,0.11397557666214382,未命中,0,未命中
sakura_quest_tv_2017,樱花任务,2017 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/200547,未命中,0.006620360321250272,未命中,0,未命中
bang_dream_its_mygo_movie_part1_2024,剧场版 BanG Dream! It's MyGO!!!!! 前篇 春日向阳，迷途野猫,2024 剧场动画,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/473832,未命中,0.03558576569372251,未命中,0,未命中
kitakubu_katsudou_kiroku_tv_2013,归宅部活动记录,2013 TV,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/75702,命中,0.06491575817641229,未命中,0,未命中
teekyu_tv_2016_s7,网球并不可笑嘛 7期,2016 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/159365,命中,0.05780780780780781,未命中,0,未命中
shadows_house_tv_2021,影宅,2021 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/316957,未命中,0.03268428372739916,未命中,0,未命中
love_live_nijigasaki_next_sky_ova_2023,LoveLive！虹咲学园学园偶像同好会 NEXT SKY,2023 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/408883,命中,0.06689895470383275,未命中,40,未命中
madlax_tv_2004,MADLAX,2004 TV,明确欲望,主线,主线,欲望、未确认、主线,副线,https://bangumi.tv/subject/1418,命中,0.09283135636926251,未命中,60,未命中
teekyu_tv_2015_s6,网球并不可笑嘛 6期,2015 TV,潜在恋爱,主线,局部,未确认、主线,副线,https://bangumi.tv/subject/143751,命中,0.05371596762325239,未命中,0,未命中
yuuki_yuuna_dai_mankai_tv_2021,结城友奈是勇者 -大满开之章-,2021 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/311759,命中,0.11344623546215059,未命中,60,未命中
another_the_other_inga_ova_2012,Another 第0话,2012 OVA,非恋爱,主线,缺席,主线,未知,https://bangumi.tv/subject/24540,命中,0.06202898550724638,未命中,0,未命中
selector_destructed_wixoss_movie_2016,选择破坏者WIXOSS剧场版,2016 剧场动画,明确欲望,主线,主线,欲望、未确认、主线,副线,https://bangumi.tv/subject/131540,命中,0.0888468809073724,未命中,0,未命中
koufuku_graffiti_tv_2015,幸腹涂鸦,2015 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/105969,命中,0.09949892627057981,未命中,0,未命中
world_dai_star_tv_2023,演剧星世界,2023 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/409088,命中,0.1064410480349345,未命中,0,未命中
teekyu_tv_2012,网球并不可笑嘛,2012 TV,明确欲望,主线,局部,欲望、未确认、主线,无,https://bangumi.tv/subject/46832,命中,0.052086601819893316,未命中,0,未命中
lapis_relights_tv_2020,宝石幻想：光芒重现,2020 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/241185,命中,0.08763605916829473,未命中,79,未命中
mai_otome_zwei_ova_2006,舞-乙HiME Zwei,2006 OVA,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/3944,命中,0.09651741293532339,未命中,0,未命中
senki_zesshou_symphogear_axz_tv_2017,战姬绝唱SYMPHOGEAR AXZ,2017 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/163711,命中,0.09697732997481108,未命中,79,未命中
amanatsu_tv_2016,蓝海少女,2016 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/148142,命中,0.06053384175405148,未命中,0,未命中
hack_sign_tv_2002,.hack//时空,2002 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/1997,未命中,0.03477141017385705,未命中,20,未命中
dumbbell_nan_kilo_moteru_tv_2019,流汗吧！健身少女,2019 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/271724,未命中,0.0429938097917839,未命中,0,未命中
frozen_fever_short_2015,冰雪奇缘：生日惊喜,2015 剧场动画,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/112481,未命中,0.05112474437627812,无可对应页面,,无可对应页面
sora_iro_utility_tv_2025,一杆青空,2025 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/479788,未命中,0.05499735589635114,未命中,0,未命中
egao_no_taenai_shokuba_tv_2025,这里是充满笑容的职场。,2025 TV,潜在恋爱,主线,局部,未确认、主线、官方恋爱,无,https://bangumi.tv/subject/475663,未命中,0.09479799313440718,未命中,63,未命中
centaur_no_nayami_tv_2017,人马小姐不迷茫,2017 TV,潜在恋爱,主线,局部,未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/201754,命中,0.0886426592797784,未命中,20,未命中
watashi_wo_tabetai_hitodenashi_tv_2025,对我垂涎欲滴的非人少女,2025 TV,潜在恋爱,主线,主线,未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/520842,命中,0.14508946643996437,命中,80,命中
an_happy_tv_2016,Anne Happy♪,2016 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/138053,命中,0.12270412100632813,未命中,0,未命中
slow_loop_tv_2022,女孩的钓鱼慢活,2022 TV,明确欲望,主线,局部,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/323626,命中,0.08992761624340571,未命中,0,未命中
sansha_sanyou_tv_2016,三者三叶,2016 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/145908,命中,0.10033655868742111,未命中,0,未命中
locodol_tv_2014,普通女高中生要做当地偶像,2014 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/94236,命中,0.11168329578371419,未命中,0,未命中
sabagebu_tv_2014,生存游戏社,2014 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/82193,命中,0.09457329430308489,未命中,0,未命中
mou_ippon_tv_2023,再得一胜！,2023 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/341148,未命中,0.05226480836236934,未命中,0,未命中
mieruko_chan_tv_2021,看得见的女孩,2021 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/330973,未命中,0.015781211269933076,未命中,20,未命中
locodol_ova_2015,普通女高中生要做当地偶像 OVA,2015 OVA,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/137062,命中,0.1303030303030303,未命中,0,未命中
urara_meirochou_tv_2017,Urara迷路帖,2017 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/173303,命中,0.12222406363937686,未命中,0,未命中
fate_kaleid_liner_prisma_illya_oad_2014,Fate/kaleid liner 魔法少女☆伊莉雅 OAD,2014 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/83731,命中,0.0787244643746886,未命中,0,未命中
saki_biyori_oad_2015,咲日和 OAD,2015 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/114197,命中,0.1211750305997552,未命中,0,未命中
sora_no_woto_tv_2010,空之音,2010 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/3477,命中,0.02057142857142857,未命中,20,未命中
kanamemo_tv_2009,加奈日记,2009 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,无,https://bangumi.tv/subject/1822,命中,0.12578241430700446,命中,81,命中
bad_girl_tv_2025,不良少女,2025 TV,潜在恋爱,主线,主线,未确认、主线、官方字面、官方恋爱,无,https://bangumi.tv/subject/501614,未命中,0.10764158262218775,命中,95,未命中
princess_principal_crown_handler_ch3_movie_2023,Princess Principal Crown Handler 第3章,2023 剧场动画,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/244930,命中,0.1163575042158516,未命中,0,未命中
high_school_fleet_movie_2020,剧场版 高校舰队,2020 剧场动画,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/242391,命中,0.08503401360544217,未命中,0,未命中
senki_zesshou_symphogear_gx_tv_2015,战姬绝唱SYMPHOGEAR GX,2015 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/90512,命中,0.09400269541778976,未命中,79,未命中
wake_up_girls_tv_2014,"Wake Up, Girls!",2014 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/48880,未命中,0.01632769979948439,未命中,0,未命中
edomae_elf_tv_2023,江户前精灵,2023 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/387803,命中,0.04874274661508704,未命中,0,未命中
wonder_egg_priority_tv_2021,奇蛋物语,2021 TV,明确欲望,主线,重要副线,欲望、未确认、主线,副线,https://bangumi.tv/subject/316607,未命中,0.04557861444478142,未命中,0,未命中
asagao_to_kase_san_web_2017,你的光芒 ～牵牛花与加濑同学。～,2017 WEB 短篇,潜在恋爱,主线,主线,未确认、主线、官方恋爱,无,https://bangumi.tv/subject/211882,命中,0.16191768430574402,命中,100,命中
alice_in_deadly_school_ova_2021,Alice in Deadly School,2021 OVA,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/189777,命中,0.05903527717782577,未命中,0,未命中
harmony_movie_2015,和谐,2015 剧场动画,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/100448,命中,0.08113148896487411,未命中,80,未命中
love_live_nijigasaki_final_chapter_part_1_movie_2024,电影 Love Live! 虹咲学园校园偶像同好会 完结篇 第1章,2024 剧场动画,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/442614,未命中,0.07285546415981199,未命中,73,未命中
nekogami_yaoyorozu_tv_2011,猫神八百万,2011 TV,明确欲望,主线,重要副线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/10283,命中,0.04696356275303644,未命中,0,未命中
shuumatsu_no_izetta_tv_2016,终末的伊泽塔,2016 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/184840,命中,0.12180028129395218,未命中,20,未命中
show_by_rock_tv_2015,SHOW BY ROCK!!,2015 TV,潜在恋爱,主线,重要副线,未确认、主线、官方恋爱,无,https://bangumi.tv/subject/112905,命中,0.05179282868525897,未命中,50,未命中
luminous_witches_tv_2022,联盟空军航空魔法音乐队 光辉魔女,2022 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/253047,命中,0.09380952380952381,未命中,0,未命中
hina_log_tv_2017,雏逻辑 ～from Luck & Logic～,2017 TV,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/175362,命中,0.13834173156207055,未命中,85,未命中
higurashi_gou_tv_2020,寒蝉鸣泣之时 业,2020 TV,明确欲望,主线,主线,欲望、未确认、主线,无,https://bangumi.tv/subject/297969,未命中,0.015994354933552862,未命中,40,未命中
carole_and_tuesday_tv_2019,CAROLE & TUESDAY,2019 TV,明确交往,主线,局部,交往、欲望、未确认、主线,副线,https://bangumi.tv/subject/239912,未命中,0.02920016927634363,未命中,0,未命中
re_stage_dream_days_tv_2019,Re:Stage！Dream Days♪,2019 TV,潜在恋爱,主线,主线,未确认、主线、官方恋爱,无,https://bangumi.tv/subject/252321,命中,0.08422837761447145,未命中,0,未命中
selector_spread_wixoss_tv_2014,选择扩散者WIXOSS,2014 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/106314,命中,0.08257686676427525,未命中,0,未命中
fumikiri_jikan_tv_2018,踏切时间,2018 TV,明确欲望,重要副线,重要副线,欲望、未确认、官方恋爱,副线,https://bangumi.tv/subject/236103,命中,0.04829834929692276,未命中,50,未命中
hacka_doll_tv_2015,骇客娃娃,2015 TV,非恋爱,重要副线,缺席,,副线,https://bangumi.tv/subject/132754,命中,0.02436412315930388,未命中,0,未命中
nekogami_yaoyorozu_ova_2012,猫神八百万OVA,2012 OVA,潜在恋爱,主线,局部,未确认、主线,副线,https://bangumi.tv/subject/37416,命中,0.08066298342541436,未命中,0,未命中
hitohira_tv_2007,初瓣,2007 TV,潜在恋爱,主线,主线,未确认、主线,副线,https://bangumi.tv/subject/5910,命中,0.08596713021491782,未命中,0,未命中
nijiyon_animation_season_2_tv_2024,虹四动画 第二季,2024 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/471926,命中,0.08087091757387248,未命中,0,未命中
wakaba_girl_tv_2015,若叶女孩,2015 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/128635,命中,0.10183750276732345,未命中,0,未命中
show_by_rock_stars_tv_2021,SHOW BY ROCK!! STARS!!,2021 TV,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/302802,命中,0.11547619047619048,未命中,40,未命中
doki_doki_precure_tv_2013,心跳！光之美少女,2013 TV,潜在恋爱,主线,主线,未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/55100,未命中,0.07828134196586227,未命中,79,未命中
d4dj_first_mix_tv_2020,D4DJ First Mix,2020 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/299372,命中,0.06693989071038252,未命中,0,未命中
shoujo_yobidashi_special_web_2026,呼唤少女特别篇 想做的事到底是什么,2026 WEB,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/627556,未命中,0.06775170325510976,无可对应页面,0,命中
bang_dream_episode_of_roselia_2_song_i_am_movie_2021,BanG Dream! Episode of Roselia Ⅱ : Song I am.,2021 剧场动画,潜在恋爱,主线,局部,未确认、主线,无,https://bangumi.tv/subject/315490,未命中,0.04538279400157853,未命中,0,未命中
selector_infected_wixoss_tv_2014,选择感染者WIXOSS,2014 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/95095,命中,0.08257825370675453,未命中,0,未命中
otome_wa_boku_ni_koishiteru_tv_2006,少女爱上姐姐,2006 TV,非恋爱,重要副线,缺席,,主导,https://bangumi.tv/subject/3828,命中,0.0803030303030303,未命中,20,未命中
action_heroine_cheer_fruits_tv_2017,动作女主 水果应援团,2017 TV,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/204483,命中,0.07810650887573964,未命中,0,未命中
mini_yuri_web_2019,迷你百合,2019 WEB 短篇,明确欲望,主线,重要副线,欲望、未确认、主线、官方字面,无,https://bangumi.tv/subject/285545,命中,0.11858190709046455,命中,79,命中
hotaruko_ova_2003,萤子,2003 OVA,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/34500,命中,0.10372608257804633,无可对应页面,60,未命中
kaijuu_girls_black_movie_2018,怪兽娘（黑）～奥特怪兽拟人化计划～,2018 剧场动画,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/241187,未命中,0.07452574525745258,未命中,0,未命中
inari_konkon_koi_iroha_tv_2014,稻荷恋之歌,2014 TV,明确欲望,主线,重要副线,欲望、未确认、主线,主导,https://bangumi.tv/subject/56116,命中,0.018157807857378673,未命中,0,未命中
hyperdimension_neptunia_tv_2013,超次元游戏 海王星,2013 TV,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/47957,命中,0.07455099966113182,未命中,0,未命中
devilman_lady_tv_1998,女恶魔人,1998 TV,明确欲望,主线,主线,欲望、未确认、主线、官方恋爱,副线,https://bangumi.tv/subject/7570,命中,0.07547169811320754,未命中,0,未命中
jashin_chan_dropkick_x_tv_2022,邪神与厨二病少女 X,2022 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/316131,命中,0.060058048671578476,未命中,10,未命中
d4dj_all_mix_tv_2023,D4DJ All Mix,2023 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/377556,命中,0.0766990291262136,未命中,0,未命中
love_live_sunshine_movie_2019,LoveLive! Sunshine!! 学园偶像 电影 彩虹彼端,2019 剧场动画,非恋爱,主线,缺席,主线,副线,https://bangumi.tv/subject/234295,未命中,0.04216660953033939,未命中,0,未命中
sword_oratoria_tv_2017,在地下城寻求邂逅是否搞错了什么 外传 剑姬神圣谭,2017 TV,潜在恋爱,主线,重要副线,未确认、主线,副线,https://bangumi.tv/subject/172155,未命中,0.017401244760574114,未命中,0,未命中
hitoribocchi_no_marumaru_seikatsu_tv_2019,一个人的○○小日子,2019 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/241335,命中,0.09615676743126234,未命中,0,未命中
null_and_peta_tv_2019,NULL & PETA,2019 TV,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/289145,命中,0.07964033397559409,未命中,0,未命中
kobayashi_maid_dragon_movie_2025,小林家的龙女仆 怕寂寞的龙,2025 剧场动画,潜在恋爱,主线,重要副线,未确认、主线,无,https://bangumi.tv/subject/514353,未命中,0.036961195863622405,命中,51,未命中
high_school_fleet_ova_2017,高校舰队 OVA,2017 OVA,非恋爱,主线,缺席,主线,无,https://bangumi.tv/subject/193509,命中,0.11128284389489954,未命中,0,未命中
burst_angel_tv_2004,爆裂天使,2004 TV,潜在恋爱,主线,主线,未确认、主线,无,https://bangumi.tv/subject/4471,命中,0.12004801920768307,未命中,56,未命中
hyakko_tv_2008,虎子,2008 TV,明确欲望,主线,局部,欲望、未确认、主线,副线,https://bangumi.tv/subject/2942,命中,0.10636442894507411,未命中,0,未命中
